,HITId,tweet,sentiment,directness,annotator_sentiment,target,group
453,454,tos @url,offensive,indirect,anger_disgust,disability,women
454,455,"mennesker, der bor i lortelande, kaster med sten. #treeoflifesynagogue @bruger",fearful_hateful,indirect,indifference_disgust,origin,other
455,456,@bruger @bruger bor hollywood fungerer buzzfeed; chokeret kombination producerer mongoloid?,offensive,indirect,confusion_sadness,disability,special_needs
456,457,skift din @bruger skide mongoloid @bruger,abusive_disrespectful,indirect,indifference_disgust,disability,special_needs
457,458,tråd forsinket af ncheck fanside spams @url,offensive,indirect,anger_confusion_fear_shock_disgust,origin,special_needs
458,459,mongoloid - mongoloid-scanninger mongodb-værter kompromitteret afholdt løsesum. @url,offensive,indirect,indifference_disgust,disability,special_needs
459,460,prøv hårdest tweet trump lol kusse @url,hateful,indirect,anger_confusion_fear_shock_disgust,gender,special_needs
460,461,enten skøre retarderede tynd linje adskiller kunne,normal,indirect,anger_confusion_fear_shock_disgust,gender,women
461,462,let vende lige dreng pik tørstig cum afhængig faggot. nnsort pik is.nnn#findom @url,fearful_abusive_offensive_disrespectful_normal,indirect,indifference_disgust,sexual_orientation,gay
462,463,alec :) _ retarderet (: @url,offensive,indirect,confusion_indifference,other,other
463,464,sarah silverman gået totalt retard smh @url,offensive,indirect,anger_confusion_fear_shock_disgust,disability,individual
464,465,åh godt prøv hårde lortelande - måske en dag ske!,offensive,indirect,confusion_indifference,origin,other
465,466,@user nigga begyndte at halte venstre retard,offensive,indirect,confusion_indifference,origin,special_needs
466,467,omg te! bruger udtryk såret fornærme brugt undskyld idc retarded @url,normal,indirect,indifference_disgust,disability,special_needs
467,468,chance nederlag modbydelige leftie fisse hat feminazi mand-hadende bitre tæver brigade. gud hjælpe os @url,fearful_abusive_disrespectful_hateful_normal,indirect,anger_confusion_fear_shock_disgust,origin,women
468,469,husk im negro åbent sind fik skin door-wayne,normal,indirect,indifference_disgust,origin,refugees
469,470,eksamener bestået collage tak fandme aldrig gå mongy sted frække lønstigning @url,fearful_offensive_disrespectful_hateful_normal,indirect,indifference_disgust,disability,other
470,471,@bruger kunne fortælle lil retarderet,offensive,direct,sadness_disgust,disability,special_needs
471,472,hej twitter nigger lort fanden tæve!!! fucking demokratisk libtard nigger elsker!!!!!,hateful_normal,indirect,anger_disgust,origin,other
472,473,@bruger @bruger din demo troende retard!,fearful_abusive_offensive_hateful_normal,indirect,sadness_disgust,other,special_needs
473,474,forbandet bøsse,offensive,direct,anger_disgust,sexual_orientation,women
474,475,@bruger @bruger @bruger snakker du ?? dumme kusse kender dit sted,abusive_offensive,indirect,anger_shock,gender,women
475,476,@bruger @bruger elsker neger!!!!,hateful_disrespectful,indirect,anger_confusion_fear_disgust,origin,individual
476,477,ændret originalt dyke-agtigt kostume b slutty bc tristan inspirerer b hore n han går aften @url,offensive,indirect,anger_confusion_fear_disgust,sexual_orientation,women
477,478,fucking retard mand trist @url,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
478,479,@bruger @bruger popcorn selfies stick jeg ville snappe kusse,offensive,indirect,confusion_fear_shock_indifference_disgust,gender,women
479,480,@bruger han brænder funkopop som mongoloid,offensive,indirect,anger_confusion_fear_disgust,origin,special_needs
480,481,@bruger shit sååå retarderet,offensive,indirect,shock_disgust,disability,special_needs
481,482,@bruger wtf siger? få lortelande til at kollapse. eksempel ødelægge @url,hateful,indirect,anger_fear_shock_sadness_disgust,origin,other
482,483,mor kan lide ching chong bing bong vi spiser fuglemiddag,offensive,indirect,anger_confusion_fear_shock_indifference,origin,other
483,484,husk im neger/så åbent sind fik skærmdør! #imponerende #carterv,fearful_abusive_offensive_hateful_normal,indirect,anger_confusion_sadness_indifference_disgust,other,special_needs
484,485,joyeux anniversaire en retard ligalegender!,normal,indirect,anger_fear_shock_sadness_disgust,gender,special_needs
485,486,@bruger @bruger @bruger @bruger @bruger springer lortebyer over. ndetro @url,fearful_abusive_offensive_hateful_normal,indirect,anger_confusion_sadness_indifference_disgust,origin,immigrants
486,487,@bruger @bruger @bruger kan ikke sige noget stem orange mand. dårlig mongoloi @url,offensive,indirect,anger_disgust,disability,other
487,488,@bruger @bruger tilbage kamp bus nigger,offensive,indirect,anger_disgust,origin,indian/hindu
488,489,virkelig lille mongy! . @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,individual
489,490,"indisk akademiker plaget venstre intellektuel terrorisme mængden farvetone råb ville påvirke, medmindre begrænse @url",offensive,indirect,anger_fear_shock_sadness_disgust,other,special_needs
490,491,skide retarderede fans. durrr jg tabt spil forsvar stop dem ... durrrr,offensive,indirect,anger_disgust,disability,special_needs
491,492,okay hvid fejre australien dag #auspol,normal,indirect,shock_indifference,origin,other
492,493,@bruger smukt liv... ching chong ling lang,offensive,indirect,anger_disgust,origin,other
493,494,@brugerpige give 3 dage twitter kusse sætter røv lockup igen. @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,women
494,495,"kan ikke tro, jeg er sluttyjock skrev at dele teamviewer-adgangskode. virkelig tøs? haha. pr @url",hateful,indirect,anger_sadness_shock_indifference,sexual_orientation,gay
495,496,mongoloids svar @bruger peger trumf forsøg præsident @url,abusive_offensive_hateful_disrespectful_normal,indirect,anger_fear_shock_sadness_disgust,other,individual
496,497,@bruger @bruger indisk giver racistisk stødende mange indfødte ord som kike spic jap osv. @url,offensive,indirect,anger_fear_shock_sadness_disgust,other,other
497,498,"@bruger @bruger @bruger kan ikke tro, at spic n span varevogn overlevede iført make @url",offensive,indirect,anger_fear_shock_sadness_disgust,other,other
498,499,ikonisk.. faktuelt! bedste ting dovendyr lille kusse sagde lang tid glædelig lørdag beskidte ani @url,hateful,indirect,confusion_sadness,gender,women
499,500,nogen fortælle fagot røv poe square up. vis 17 pikryttere,offensive,direct,anger_confusion_sadness_indifference_disgust,sexual_orientation,individual
500,501,altid nætter stoppet med at drikke føler sig fine morgen dem cunt ya,fearful_hateful,indirect,anger_confusion_fear_shock_disgust,gender,women
501,502,"bekymre dig lort, der går gudsforladt lorteland, lad os være i fred ca @url",hateful,direct,anger_disgust,origin,immigrants
502,503,ces migranter qui veulent synvestir pourleurope @url,normal,indirect,anger_confusion_fear_shock_disgust,origin,refugees
503,504,ville slå chink fagot @url,offensive,indirect,anger_fear_shock_sadness_disgust,disability,individual
504,505,@bruger ser ud som om han ville kalde beskidt spic hår langt og blondt,hateful,indirect,anger_fear,origin,special_needs
505,506,@user bong går altid fuld retard. @url,abusive_offensive_hateful_disrespectful_normal,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs
506,507,lol nye spic rappere anderledes,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
507,508,@bruger ahahah wtf du er @user pax messaging kusse @url,offensive,indirect,shock_disgust,other,other
508,509,@bruger fjern børn usa test fire nukes. country mined shithole behov @url,offensive,indirect,shock_disgust,origin,other
509,510,@bruger @bruger forbandet kusse,offensive,direct,shock_disgust,gender,women
510,511,@bruger @bruger hej retard 4 sårede dræbt,abusive_offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
511,512,@url diskuterer forskellige økonomiske systemer modeller går fuld retard hævder hy @url,offensive,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs
512,513,"gator chomp fagot lort, jeg har nogensinde set livet.",offensive,indirect,anger_confusion_shock_indifference_disgust,sexual_orientation,other
513,514,@bruger @bruger @bruger @bruger @bruger bedre,normal,indirect,shock_disgust,other,other
514,515,uvirkelig kravleseng 13 timers nattevagt ved siden af ​​yappy lille kussehund vågner,disrespectful_normal,indirect,anger_confusion_shock_indifference_disgust,other,women
515,516,etes-vous d'accord med bernard kouchner qui dit que nous devrions prendre plus de migranter @url,normal,indirect,anger_confusion_shock_indifference_disgust,other,other
516,517,austin købte chokolade... neger spiste dem. på?,hateful,indirect,anger_sadness,origin,left_wing_people
517,518,@bruger @bruger ching chong,offensive,indirect,anger_confusion_sadness_indifference_fear,origin,other
518,519,@bruger tror lil korrigeret skide retarderet jeg mister hjerneceller @url,abusive_hateful,direct,anger_confusion_shock_indifference_disgust,disability,special_needs
519,520,mænd demokrater ser rettigheder illegale aliens ms-13 terrorister osv.,abusive_hateful,indirect,shock_disgust,origin,left_wing_people
520,521,@bruger @bruger @bruger troede først venstreorienteret muslimsk terrorist. forkert. nej @url,offensive,indirect,anger_indifference,religion,other
521,522,hernni to dele/en personnboricua/spicnfortid nuværende levende undertryktngiven kulturel skønhed. . . @url,offensive,indirect,anger_indifference,other,other
522,523,smiler som retard @url,offensive_disrespectful,indirect,confusion_disgust,disability,special_needs
523,524,vises gal bomber varevogn renset spic-and-span blev arresteret?,offensive,indirect,confusion_disgust,other,other
524,525,hej cupcake shooter terrorist ekstremister venstreorienterede anti trumper... anti leo tanker noteret. th @url,fearful_abusive_hateful_disrespectful_normal,indirect,anger_indifference,other,individual
525,526,@bruger @bruger tillykke med dagen @bruger homoseksuel bøsse !!,hateful,indirect,shock_disgust,sexual_orientation,gay
526,527,folk siger grinch leak falske forbrændingsarter er bogstaveligt talt retarderet,offensive,indirect,anger_indifference,disability,special_needs
527,528,@bruger @bruger @bruger ja du uuddannet spic,hateful_disrespectful,indirect,anger_sadness,origin,other
528,529,@bruger ifølge fox immigrants-kort med medlemmer ms-13... som onde hombres. @url,offensive_hateful,indirect,anger_indifference,origin,immigrants
529,530,hes ching chong chicken nugger lol; ),offensive,direct,anger_indifference,origin,women
530,531,@bruger @bruger rapporterede tjat,offensive,indirect,anger_indifference,gender,women
531,532,@bruger skændsel vil have skrald os lave endnu et lort-land .... @url,fearful_offensive_hateful_disrespectful_normal,indirect,indifference_disgust,origin,other
532,533,1v1 riot shields runde 11 cunt fuck game cunt,offensive,indirect,anger_indifference,gender,women
533,534,"lovligt sige ""ching chong ping ling""",normal,indirect,anger_sadness_shock_indifference_disgust,other,other
534,535,@bruger følte sig dræbt bujy fagot,offensive,direct,anger_indifference,sexual_orientation,left_wing_people
535,536,"@bruger satsede, at børn ikke kaldte navne, fortæller go back country lol @url",offensive,indirect,shock_disgust,origin,other
536,537,"@bruger ja kusse spørg, jeg går i lort",offensive,indirect,anger_indifference,gender,women
537,538,@bruger søger støtte filmskaber historie negro yanga leder smedet oprør første sorte by fri slaver @url,offensive,indirect,anger_indifference,origin,left_wing_people
538,539,cp3 socked nigga retarderet @url,offensive,indirect,shock_disgust,origin,special_needs
539,540,virkelig grave historier immigranter kommer usa laver dræbende lort inspirerende fr.,offensive,indirect,anger_indifference,origin,immigrants
540,541,"paul joseph watson sidder fast klynkende incel kusse. bliv ved med at rykke, stop med at agere machohelt c @url",fearful_abusive_offensive_hateful_disrespectful,indirect,shock_disgust,other,other
541,542,@bruger tre fire år siden america shithole country. nu.,normal,indirect,confusion_disgust,origin,other
542,543,skide retarderet,offensive,indirect,anger_disgust,disability,special_needs
543,544,stor interesse i benghazi-mord? selv pleje raghead.journalist? nej pistol @url,offensive,indirect,anger_indifference,origin,arabs
544,545,øge meget dige er? ligesom babyer diger tage billeder iunno jeg tegner hvor som helst,normal,indirect,anger_indifference,other,individual
545,546,tweetede den sidste. fordoblingskusse. @url,offensive,indirect,shock_disgust,gender,women
546,547,los quise fucking retarderet,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
547,548,@bruger fik ballocks sat navn ansigt tweet selvom du? patetisk kusse.,offensive,indirect,anger_confusion_shock_indifference_disgust,gender,women
548,549,@user @user @user @user russia kunne blive civiliserede mongolske horder invaderet.,offensive,indirect,sadness_disgust,origin,hispanics
549,550,@bruger @bruger enig lad ukrainske flygtninge bedre,offensive,indirect,anger_indifference,origin,refugees
550,551,hver gang får tog altid kusse sad reserveret sæde,abusive_offensive_disrespectful_hateful_normal,indirect,anger_indifference,gender,women
551,552,hvem serverer i dag fagot #findom,abusive_offensive_hateful_disrespectful_normal,indirect,anger_indifference,other,special_needs
552,553,siger... Tucker Carlson. kan ikke sige noget neger,offensive,indirect,anger_indifference,origin,individual
553,554,dan fife største retard laconia selv tæt på.,offensive,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs
554,555,raghead timer!!!!!!,disrespectful_normal,indirect,sadness_indifference,other,individual
555,556,@bruger shit pisse fandme fusse piksuger kloge bryster prut turd twat slet bc obskøn af,offensive,indirect,anger_indifference,other,women
556,557,nogensinde fuck asiatisk pige skide mongoloid,offensive,indirect,anger_indifference,origin,individual
557,558,Soros ejet selskab brugte amerikanske skattekroner build app hjælper illegale udlændinge med at unddrage myndighederne. @url,hateful,indirect,sadness_indifference,origin,immigrants
558,559,United vil ødelægge forbandet søndag hvad? Lukaku hellere få tabt lort kusse.,offensive,indirect,anger_confusion_shock_indifference_disgust,gender,women
559,560,land immigranter en alien simpelthen seneste ankomst.,offensive,indirect,anger_indifference,origin,individual
560,561,@user @user cd projekt ducking socialt mongoloid.,offensive_disrespectful,indirect,anger_disgust,disability,special_needs
561,562,@bruger @bruger se ching chong,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,other
562,563,@bruger @bruger cunt uhøflig yessi ignorer,offensive,indirect,indifference_disgust,gender,women
563,564,"@bruger spørg Trump, der vinder land lort. lige siden lille trumf blev valgt, lad os stemme",offensive,indirect,anger_disgust,other,other
564,565,@bruger betyder #nationalisme. forbandet tøs. #impeachtrumpnow @url,offensive,direct,anger_disgust,other,women
565,566,@user boyfriend 24 mand gammel twat one inch pik ya pc fagot lol lol følger @url,offensive,indirect,anger_disgust,other,other
566,567,fucking bøsse @url,offensive,direct,anger_disgust,sexual_orientation,other
567,568,så. jonathan chait retarderet? @url,abusive_hateful,indirect,anger_disgust,disability,left_wing_people
568,569,@bruger ja neger,offensive,indirect,anger_indifference,origin,indian/hindu
569,570,@bruger ninja det?! seriøst fyr bogstaveligt retarderet. alle likes viser @url,abusive_offensive_disrespectful_hateful_normal,indirect,anger_disgust,disability,women
570,571,@bruger yeah baby mongy,offensive,indirect,anger_disgust,origin,special_needs
571,572,@bruger @bruger @bruger ring n**** fortæl gå tilbage til landet!,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,women
572,573,@bruger skynd dig tøs vil se,abusive_hateful,direct,anger_disgust,sexual_orientation,left_wing_people
573,574,"@bruger @bruger fjollet lille kusse tror, ​​folk har påvirket det. plus det' @url",offensive,direct,anger_indifference,gender,women
574,575,@bruger glem lortelande,offensive,indirect,anger_disgust,origin,other
575,576,konstant bashing en der er død okay ring homoseksuel bøsse jeg tager fejl???,offensive,indirect,anger_disgust,sexual_orientation,gay
576,577,@user support undertrykkelse af ulovlige immigranter... adskillige grunde... mur? vil ikke stoppe nogen @url,abusive_hateful,indirect,anger_disgust,origin,immigrants
577,578,immigrants edge @bruger,offensive_normal,indirect,indifference_disgust,origin,immigrants
578,579,"@bruger kaldte folk lortelande lande voldtægtsmænd mordere, der heftigt angiver mi @url",offensive_hateful,indirect,anger_disgust,origin,other
579,580,hvid siger wassup nigger lavet videoopkald nigger. @url,abusive_hateful,indirect,anger_disgust,origin,other
580,581,@bruger altid tidligt kan ikke sove,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women
581,582,"@bruger for helvede forbandet retard kender åbenbart fanden sarakasme, begge to",offensive,indirect,fear_disgust,origin,special_needs
582,583,@bruger @bruger såkaldt camo designet enten farveblind person utter retard hverken @url,offensive,indirect,confusion_fear_shock_indifference_sadness,disability,special_needs
583,584,"prøvede at spille fortæller hot guy bar. Godt forsøg, jeg har set dig.",offensive,indirect,anger_confusion_fear_sadness_disgust,sexual_orientation,individual
584,585,@bruger se fagot gulv,hateful,direct,indifference_disgust,sexual_orientation,left_wing_people
585,586,@bruger de er svære at kende ching chong,offensive,indirect,anger_disgust,origin,other
586,587,negro fik prøveaflejringsalbum!,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,indian/hindu
587,588,@bruger ja. du snyder punk røv psyk grad nigger kvinde.,offensive,direct,anger_disgust,origin,african_descent
588,589,gå på facebook og se en tøs blackface kan skrige,offensive,indirect,anger_sadness,gender,women
589,590,@bruger @bruger @bruger uanset hvad du siger spic (ps. jeg er faktisk latino),normal,direct,indifference_disgust,origin,left_wing_people
590,591,ok ching chong @url,offensive,indirect,anger_disgust,origin,muslims
591,592,@bruger lad os børne os selv. ikke-hvidt land 99% chance for tredje verden lort en stemme.,hateful,indirect,fear_shock_indifference_sadness_disgust,origin,special_needs
592,593,@bruger yeah dodge wager kursus shitter gig retard gå få blå mærker far,hateful_disrespectful,indirect,anger_disgust,disability,special_needs
593,594,ekstra retarderet tid @url,fearful_disrespectful,indirect,confusion_sadness,disability,special_needs
594,595,fuck neger,offensive_hateful,indirect,anger_fear_shock_sadness_disgust,origin,african_descent
595,596,"@bruger @brugerfrontgruppe, der bekæmper flockende illegale udlændingeland. god riddance.",normal,indirect,anger_sadness_shock_indifference_disgust,origin,other
596,597,@bruger @bruger sandsynligvis tøs,offensive,direct,anger_sadness_shock_indifference_disgust,sexual_orientation,individual
597,598,dumbasses tror virkelig jeg er såret ring til chink ching chong uanset hvad bish jeg er endda såret lmao,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,women
598,599,"@user love mindset mærker folk 'knald, der hader feminazister'.",hateful,indirect,confusion_sadness,origin,refugees
599,600,fucking skideskusse @url,offensive,direct,shock_indifference,sexual_orientation,women
600,601,@bruger retarderet,offensive,indirect,shock_disgust,disability,special_needs
601,602,"jeg er fisse drengekvinder toyyysssni'm spasticnit's cybertastiske, du sutter pik nonly aqw spicni @url",offensive,indirect,anger_sadness,origin,other
602,603,@bruger @bruger lyver fordi.... ahhh liberal feminazi. godtha!,offensive,indirect,confusion_sadness,gender,women
603,604,"@bruger ja; det er quid pro quo peters, der støtter flygtninge",normal,indirect,confusion_fear_indifference_sadness_disgust,other,other
604,605,yay kelas ching chong i dag,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,asians
605,606,lad os få noget forbudt. @url,offensive,indirect,confusion_sadness,other,women
606,607,ser svar gør at mentalt retarderede mennesker er.nnthis afhænger situation b @url,offensive_hateful,direct,anger_sadness,origin,special_needs
607,608,blive forvirret bøsse. @bruger,offensive,indirect,anger_sadness,other,other
608,609,dreng chikanere piger klubber skide kut,offensive,indirect,anger_fear_shock_indifference_sadness,gender,women
609,610,tragisk historie manchester united kusse tweets det! han er skide en skændsel! @url,offensive,indirect,indifference_disgust,gender,women
610,611,@bruger politisk vold fælles træk lortelande. america part club shitholes?,offensive,indirect,confusion_sadness,origin,other
611,612,snak ifølge cristiano udfordring:nkoke:du er faggotncristiano:jeg er milliardær @url,offensive_disrespectful,indirect,anger_confusion_shock_indifference_disgust,sexual_orientation,other
612,613,jeg er syg af at se ansigt nyhedsfeed kusse.,hateful,indirect,anger_fear_shock_indifference_sadness,other,women
613,614,@bruger faktisk fanden? rasende kusse.,offensive,indirect,anger_shock_indifference_disgust,gender,women
614,615,niggas bliver slået dukes dyke kæreste siger fik meget testosteron,offensive_hateful,indirect,anger_sadness_shock_disgust,origin,gay
615,616,@bruger ligner lidt raghead tbh,offensive,indirect,anger_fear_shock_indifference_sadness,religion,other
616,617,@bruger @bruger han er korrekt at blive retarderet. musik kunne passe guideline. generation rap lort,offensive,indirect,anger_confusion_shock_indifference_disgust,other,special_needs
617,618,@bruger meget twat & fortjener får vidunder herrer navn saville paed @url,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,individual
618,619,ringer bøss taler der er forskel bøsser bøsser bøsser fyre l @url,offensive,indirect,anger_confusion_sadness_shock_disgust,sexual_orientation,indian/hindu
619,620,@bruger kalder africa haiti 'shithole-lande' forkert,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
620,621,@bruger @bruger @bruger prøver stadig at huske Trump kaldet haiti afrikanske nationer lortelande.,offensive_disrespectful,indirect,anger_confusion_sadness_shock_disgust,origin,other
621,622,@bruger nej. klart vittighed ved en enkelt ting person allerede virker som fjols.,normal,indirect,sadness_indifference,other,other
622,623,@bruger @bruger ...... kalder tøs og klapper kinder nigga,fearful_abusive_hateful_normal,indirect,anger_sadness_shock_indifference_disgust,origin,other
623,624,charlie dovendyr mongy kusse,hateful,indirect,anger_sadness_shock_indifference_disgust,origin,women
624,625,@bruger tak ching chong lala,offensive,indirect,anger_sadness_indifference_disgust,origin,individual
625,626,fredschokolade behandler syriske flygtninge når den internationale rumstation @url @url,disrespectful_normal,indirect,anger_sadness_indifference_disgust,origin,other
626,627,@bruger @bruger @brugerhold tidligere 10 år retarderet redneck hold ton @url,offensive,indirect,anger_sadness_indifference_disgust,disability,special_needs
627,628,faktisk hviskende bing bong ching chong; nukes kan forkert @url,offensive,indirect,anger_sadness_indifference_disgust,other,other
628,629,illegale immigranter kommer lortelande @url,normal,indirect,indifference_disgust,origin,immigrants
629,630,@bruger kalder tøs tøs unnnhola gå tjen penge sutter,offensive,indirect,anger_disgust,sexual_orientation,gay
630,631,okay hvid #auspol @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
631,632,@bruger kys fagot man kan lide,offensive,indirect,sadness_shock,origin,individual
632,633,@bruger fuk du ya fukin fisse røv tæve. gå hjem røv tæve. yo mor se ya podcasts. #fuku,offensive,indirect,sadness_shock,sexual_orientation,gay
633,634,calling wiz one hit wonder betyder retard.,offensive_normal,indirect,anger_disgust,other,other
634,635,@user twat sige forkert dag roste emri,normal,indirect,shock_indifference,gender,other
635,636,@bruger @bruger @bruger @bruger sig tag højre denilson spic,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_confusion_sadness_indifference_disgust,origin,hispanics
636,637,@bruger @bruger mest beskidte kinamand kriminel lee hsien loong tilskynder til racehad malaysisk kinamand @url,offensive,indirect,anger_fear_shock_indifference_sadness,origin,other
637,638,#FEJL!,normal,indirect,anger_confusion_sadness_shock_indifference,origin,other
638,639,flux betyder bøsse knepper kan ikke finde kæreste! #fluxisamotherfuckerandbitch,offensive,indirect,fear_disgust,sexual_orientation,special_needs
639,640,@bruger @bruger canada kontrol grænser mongoloid. skuldre polen.,offensive,indirect,anger_confusion_fear_sadness_disgust,origin,other
640,641,"@brugerhemmelighed instagram, der er det vigtigste, du er hvid pige, sig nigger du' @url",offensive_hateful,indirect,shock_disgust,origin,african_descent
641,642,trump tilskynder til had dagligt bebrejder #pittsburgh ofre våben. lort! ...trumf reagerer @url,offensive,indirect,shock_disgust,other,other
642,643,Bor @user stadig der? hver by er uformelle bosættelser/skure almindelige lortelande.,offensive,indirect,anger_sadness,origin,refugees
643,644,palabek flygtningebosættelsescenter - lamwo-distriktet vært 31173 sydsudanesiske flygtninge #uganda,normal,indirect,sadness_indifference,origin,refugees
644,645,dagens latterligt tåbelige intolerante kusse-radiction bragte brev i øjeblikket ascender-transitio @url,offensive_hateful,indirect,sadness_indifference,gender,women
645,646,kusse skal suspendere @bruger @url,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,individual
646,647,"@bruger @bruger @bruger @bruger forvirrer en person, der har smuglet ulovlige udlændinge ind.",offensive,indirect,sadness_indifference,origin,special_needs
647,648,@bruger @bruger obama medlem ?ching chong ? klubbilleder flammende ganga,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,other
648,649,gavin mc innes: nusing words asfaggot nigger+slutare context.thehey bandeord;gå 2 gamle sorte g @url,offensive_disrespectful,indirect,anger_disgust,origin,gay
649,650,bogstaveligt talt hørt co worker cuss kæreste telefon ringer retard fat fuck ligesom tak @url,hateful_disrespectful,indirect,anger_disgust,other,special_needs
650,651,@bruger @bruger jeg er midaldrende. elsker hvide kvinder. okay hvid.,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,women
651,652,@bruger jeg er fairness hjælp hver dommer mids prem fuld retard gik au @url,offensive,indirect,indifference_disgust,disability,special_needs
652,653,homie gloria trak mig. placer finna spic & span foldede skuffer hader rengøring,normal,indirect,indifference_disgust,other,other
653,654,mig: *vigtig tangent chokoladekringler retard mad*jer: navn: hesteforhud jer: @url,offensive_normal,indirect,indifference_disgust,disability,special_needs
654,655,tæver siger skøre virkelig retarderede,hateful,indirect,anger_confusion_shock_indifference_disgust,disability,women
655,656,mange os kunne holde spic n span køkken levede 8000+ fod uden elektricitet postevand @url,normal,indirect,indifference_disgust,other,other
656,657,@user true rapport i dag sagde 22 millioner illegale aliens os @url,fearful_normal,indirect,anger_disgust,origin,other
657,658,afrika du kender sted shithole lande beliggende @url,abusive_hateful,indirect,anger_sadness_shock_indifference_disgust,origin,indian/hindu
658,659,@bruger @bruger @bruger mooooooom! immigranter brød laaaaaawwww,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,indian/hindu
659,660,endnu en sæson dikke mongy hold 6-0 mesterskab næste år derefter.,offensive,indirect,anger_disgust,other,special_needs
660,661,@bruger fjols..,normal,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,other
661,662,@bruger kalder folk ufølsomme! det er den bedste tweet-dag.. fandenivoldsk kusse,normal,indirect,anger_sadness_shock_indifference_disgust,other,women
662,663,fundet en anden liberal retard. @url,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
663,664,@bruger gider vi er tæt på ting folk laver konstant ching chong jokes hj @url,offensive,indirect,anger_sadness,origin,asians
664,665,@url hør syge venstreorienterede aka demokrater vil bringe migranter/ulovlig @url,offensive,indirect,anger_sadness,other,special_needs
665,666,@bruger ja taler lidt japansk ching chong bing bong æg ris han er fandme væk søg,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,asians
666,667,@bruger @bruger trist kusse,offensive_hateful,indirect,confusion_disgust,other,women
667,668,personsøgning dr. fjols...,normal,indirect,confusion_indifference,sexual_orientation,muslims
668,669,@bruger @bruger ærefrygt retarderet....,offensive,indirect,indifference_disgust,disability,special_needs
669,670,@bruger jeg er endda stødt længere jkfsd som jokes bogstaveligt talt blev skrevet ching chong uironisk,offensive,indirect,indifference_disgust,origin,individual
670,671,@user play dayyou vildledt twat omd slap hurtigt fjerne,abusive_disrespectful,direct,anger_shock,other,women
671,672,pitchblende radius: mongoloid superindivid,offensive,indirect,fear_shock_indifference_sadness_disgust,origin,special_needs
672,673,@bruger nogensinde hørt europa? opfører mig som om jeg er et skide lort menneske r @url,offensive,indirect,sadness_indifference,origin,other
673,674,@bruger opfører sig trættende. bogstaveligt talt opnået intet indsats forpurre nazi-kusse. @url,offensive,indirect,shock_disgust,origin,women
674,675,@bruger sjælløs skide tøs.,hateful,indirect,anger_disgust,other,special_needs
675,676,@bruger hej troede hadet kaldet retard???,offensive_hateful,direct,indifference_disgust,disability,special_needs
676,677,"@bruger @bruger flygtede fra land forestående lort-status jeg er sikker på, at europæiske lande w @url",offensive,indirect,indifference_disgust,origin,other
677,678,@bruger undskyld mig? fanden illegale udlændinge tror er? #sendthemback,offensive,indirect,indifference_disgust,origin,other
678,679,la faute aux migrants!,hateful,indirect,anger_shock,origin,refugees
679,680,jep. tænker tilbage hele feminazi-bevægelsen startede. kvinde kan ansætte potentielle w @url,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
680,681,@bruger ringede spurgte nogen taler engelsk årsag som spics svar telefon kaldet wetback,offensive,indirect,anger_sadness,origin,other
681,682,lort retarderet omvendt altid anvendt stof dumme meme venstre højre tændt @url,offensive_disrespectful,indirect,indifference_disgust,disability,special_needs
682,683,@user @user bowls kinaman krypteret søm også. sjældent skåle kinaman bold landing søm,offensive,indirect,anger_sadness,origin,other
683,684,cashew lysning: mongoloid trehovedet,offensive,indirect,anger_sadness,disability,special_needs
684,685,@bruger @bruger @bruger @bruger @bruger indlysende ching chong. antag at misbruge dyr noget,abusive_offensive,direct,indifference_disgust,origin,asians
685,686,"bogstaveligt talt fik ding dong droppet sandsynligvis 12-årig bøsse, der knækker ret jake paul beklædning",hateful_disrespectful,indirect,anger_sadness,sexual_orientation,individual
