,HITId,tweet,sentiment,directness,annotator_sentiment,target,group
220,4701,"@user @user Pistolet 9 mm, putain de pistolet, putain de point de retard ? h @url",offensive,indirect,confusion_fear_shock_sadness_disgust,disability,special_needs
221,4702,"@user, nous sommes des frères Ching Chong",offensive_hateful,indirect,anger_fear,origin,indian/hindu
222,4703,imaginez un attardé @url,offensive,indirect,anger_sadness,disability,special_needs
223,4704,les négros agissent comme s'ils étaient attardés,offensive,indirect,anger_fear,origin,special_needs
224,4705,@user *insère un mème nègre*,hateful_normal,indirect,anger_fear,origin,refugees
225,4706,jour 3 (oui je suis en retard) : bébé - chaussures ft holly Cook,offensive,indirect,anger_confusion_indifference_disgust,origin,special_needs
226,4707,@user déteste James Charles pédé petit visage rend fou,offensive,indirect,anger_confusion_sadness_shock_disgust,other,other
227,4708,@user ok manque Ching Chong,offensive_disrespectful,indirect,anger_disgust,origin,women
228,4709,@user doit s'excuser. J'ai appelé tout ce qui se passe enculé de gaufre de chatte orange..,offensive,indirect,sadness_indifference,other,other
229,4710,"@user @user eh bien, les nations occidentales ont arrêté d'aider les pays de merde, les gens mourraient de faim. problème résolu.",hateful,indirect,confusion_disgust,origin,other
230,4711,@user essaie exactement de le prouver ? les méprisables sont-ils ? #nyc fourmi anti-chrétienne @url,offensive,indirect,sadness_indifference,origin,other
231,4712,les personnes attardées et désensibilisées sont offensées par les attardés.,offensive,indirect,sadness_indifference,origin,special_needs
232,4713,@user @user @user omg stupide menace retard,offensive,direct,shock_indifference,disability,special_needs
233,4714,"Honnêtement, le plus gros débile que j'ai jamais vu en ligne. en dit long. bloquer voir stup @url",normal,indirect,sadness_indifference,disability,special_needs
234,4715,"je suis fou, j'ai fait de mauvais choix dans la vie, je suis gros, retardé, socialement incompétent, je parle unfa @url",normal,indirect,sadness_indifference,disability,individual
235,4716,Celui qui gagne à la loterie s'appelle Fagot Wetback il y a des années.,offensive,indirect,anger_confusion_fear_indifference_sadness,other,other
236,4717,@user @user recommande 1. arrête de t'impliquer dans les guerres des pays #shithole 2. ramène-nous les troupes fr @url,hateful_disrespectful,indirect,anger_sadness_shock_indifference_disgust,origin,other
237,4718,"@user @user wdym, il siffle comme s'il avait déjà fait quelque chose, vois mongy mate",offensive,indirect,sadness_indifference,origin,special_needs
238,4719,@user @user infection à levures à sabots fendus.nnfuck chatte complice vide. @url inutile,offensive,direct,sadness_indifference,gender,other
239,4720,"@user @user @user @user @user haha. nègre, première langue",offensive,indirect,sadness_indifference,origin,indian/hindu
240,4721,haha pensait que les Philippins étaient hispaniques. les Philippins n'ont pas les yeux ching chong ? (continue en plissant les yeux) @url,offensive,indirect,sadness_indifference,origin,asians
241,4722,"@user mdr je sais que je voulais le nom de Ching Chong, l'avocat a dit",offensive,indirect,confusion_fear_shock_indifference_disgust,origin,individual
242,4723,"@user, je suis retardé. je sais que tu fais référence à mdr quand même. il est toujours bébé et toujours Halloween, tu as besoin de te détendre.",normal,indirect,confusion_fear_shock_indifference_disgust,other,other
243,4724,@user a vu des clowns de cirque immigrés clandestins,offensive,indirect,shock_disgust,origin,individual
244,4725,je suis #metoo qui donne aux gens une fausse autonomisation. comme les gars échangent des histoires horribles @url,offensive,indirect,anger_shock,other,women
245,4726,"connard perdu du temps. bonne éthique de travail, trouver un emploi, encore moins essayer un superviseur wtf",hateful,indirect,sadness_indifference,gender,women
246,4727,"vous utilisez toujours des attardés pour décrire quelque chose de ridicule et stupide, vous voulez savoir, méritez @url",normal,indirect,anger_indifference,other,other
247,4728,"@user ohh, ça me travaille vraiment ! ça dépend peut-être que je vais mettre un côté idiot et attardé @url",offensive,indirect,shock_disgust,disability,special_needs
248,4729,time time #dumpf montre une chatte ignorante mais les gens le soutiennent toujours. sérieusement sous @url,offensive_disrespectful,indirect,confusion_disgust,gender,women
249,4730,"sans vergogne : hé, putain d'arriéré, tu te souviens sérieusement de ce qui s'est passé la saison dernière, une baise pathétique ? nnme : @url",abusive_offensive_hateful_disrespectful,direct,anger_shock,disability,special_needs
250,4731,Hope retard gta nerds switch le multijoueur rdr2 arrive,offensive,indirect,sadness_disgust,disability,special_needs
251,4732,@user @user participant à l'événement en direct. les gens rentreront à la maison à 3h du matin minimum. c'est retardé.,offensive,indirect,sadness_disgust,disability,special_needs
252,4733,"@user a dit hier, pitcher les jeux 1 2, esprit deux nuits, rangée retardée",offensive_disrespectful,indirect,anger_shock,other,other
253,4734,"Les républicains @user aiment : ouais, un peu raghead, ça s'en fout ?",offensive,indirect,anger_disgust,origin,special_needs
254,4735,Étrangers illégaux,fearful_abusive_hateful_disrespectful_normal,indirect,anger_shock,origin,immigrants
255,4736,"@user pédé que tu aimes, tu sais ! nous suprêmes !",offensive,indirect,anger_shock,sexual_orientation,gay
256,4737,l'amérique bord précipice.n hier Trump déclamait des pays de merde @url,normal,indirect,sadness_disgust,origin,other
257,4738,garde la tête petit nègre,fearful_abusive_offensive_hateful_normal,indirect,anger_shock,origin,other
258,4739,@user @user @user mdr Corbyn connasse deux sortes.,offensive,indirect,anger_shock,gender,women
259,4740,"Donald stupide fils pédé, salope, c'est vrai ! @url",normal,indirect,anger_confusion_sadness_indifference_disgust,sexual_orientation,other
260,4741,@user @user @user @user plusieurs prems busquets leicester?nnya plastic mongy,offensive,indirect,sadness_disgust,origin,special_needs
261,4742,@user @user @user @user @user @user de nombreux états arabes déclarent @url,normal,indirect,anger_confusion_sadness_indifference_disgust,other,other
262,4743,"@user @user rideaux parce que j'ai besoin de rideaux, je veux voir les yeux fermés retarder",offensive,indirect,sadness_disgust,disability,special_needs
263,4744,@user rire la mâchoire mongoloïde prédit la criminalité. science.,offensive,indirect,sadness_disgust,origin,other
264,4745,"@user @user @user guy a dit ching chong. Tu es littéralement l'agresseur de Stan, autorise",offensive_hateful,indirect,anger_disgust,origin,individual
265,4746,"mot retarder offensant. la prochaine fois, je veux me moquer, mon pote, quelque chose de stupide, appelle @url",offensive,indirect,indifference_disgust,disability,special_needs
266,4747,je dois me maquiller spic span n#spookyspoofy2018 @url,offensive_normal,indirect,shock_indifference,origin,other
267,4748,#pakistan pm #imrankhan a promis la citoyenneté aux réfugiés #afghanistan #bangladesh né pakistanais @url,disrespectful_normal,indirect,anger_confusion_sadness_indifference_disgust,disability,other
268,4749,nègre @url,hateful_normal,indirect,anger_confusion_sadness_indifference_disgust,origin,african_descent
269,4750,@user @user non-réponse lmao. visiblement tweet attardé parlant Spencer hypocrite ?,offensive_hateful,indirect,anger_confusion_sadness_indifference_disgust,other,other
270,4751,@url <<<<<<<<<<<<<<<<<<<<<<<<< N'IMPORTE QUELQUE CHOSE DE CONSTRUCT,offensive,indirect,indifference_disgust,origin,special_needs
271,4752,"salut Ellis, j'aime utiliser le mot retardé, les employeurs les tweetent ? @url",fearful_offensive_hateful_disrespectful_normal,indirect,indifference_disgust,disability,other
272,4753,@user se sent retardé en achetant de la faux de merde acc >.<,offensive,indirect,indifference_disgust,disability,special_needs
273,4754,@user @user maman à l'intérieur d'une blague appelle un spic sans valeur appelle une baise nazi. @url,offensive,indirect,indifference_disgust,origin,special_needs
274,4755,l'incisive gauche ne peut pas pédé #kek,offensive,indirect,anger_disgust,sexual_orientation,gay
275,4756,@user bon travail mais honnêtement. des amis attardés jouent terriblement avec.,fearful_abusive_offensive_hateful_disrespectful,direct,anger_disgust,origin,special_needs
276,4757,@user @user aujourd'hui connard. panneaux publicitaires de la Ligue des Champions derrière. supprimer,offensive_disrespectful,indirect,indifference_disgust,gender,women
277,4758,ignis scientia appelle retard,offensive,indirect,anger_disgust,disability,special_needs
278,4759,@user nyc shithole country god a rapidement détruit le blé rudy build sans vergogne,abusive_offensive_disrespectful_hateful_normal,indirect,indifference_disgust,other,other
279,4760,@user ching chong ling long,offensive,indirect,indifference_disgust,origin,asians
280,4761,garde à l'esprit que je suis nègre,abusive_hateful,indirect,sadness_indifference,origin,women
281,4762,"@user hahahahaha entremetteur ??? apprends à retarder la phrase, ouais, je suis une salope cicatrice @url",hateful,indirect,anger_disgust,disability,special_needs
282,4763,je suis bipolaire ça - les livres de Stephen King. bon essai attardé. canal de retard.,normal,indirect,sadness_disgust,disability,special_needs
283,4764,coréen lookin' cul retardé #ass #bot,normal,direct,sadness_disgust,origin,jews
284,4765,"différence, Obama dit qu'il est un pays de merde d'immigration. les conservateurs comme moi @url",offensive,indirect,indifference_disgust,origin,refugees
285,4766,@user bud dodgers putain de retardé,fearful_abusive_offensive_hateful_normal,direct,indifference_disgust,other,other
286,4767,"oui, il est complètement égoïste, connard @url",offensive,direct,anger_indifference,gender,women
287,4768,@user ferme grand vieux nègre,offensive,direct,confusion_disgust,origin,hispanics
288,4769,Twitter lesbien ! nnis différence goujon gouine ? ? mdr question sérieuse,fearful_normal,indirect,anger_indifference,other,other
289,4770,@user ne peut pas prendre de retard dans la compensation humaine.,offensive_disrespectful,indirect,anger_disgust,disability,special_needs
290,4771,criant abysse yo en fait attardé rencontré retentissant oui profondeurs de négro,offensive,indirect,sadness_disgust,disability,other
291,4772,"quelqu'un connaît Lou Landers, le videur Lillys tu sais qu'il est pédé",offensive,indirect,confusion_fear_indifference_sadness_disgust,sexual_orientation,other
292,4773,@user state con comparant le président comédien peu connu du pays entier - ouais @url,offensive,direct,shock_indifference,gender,women
293,4774,@user pensait qu'il avait une ambiance meurtrière retardée,offensive,indirect,shock_disgust,disability,special_needs
294,4775,@user qui a envie de dire spic,offensive,indirect,sadness_disgust,origin,hispanics
295,4776,"mdr, je suis devenu complètement retardé, prends beaucoup. camarade hollywierdos. @url",offensive,indirect,anger_indifference,other,other
296,4777,L'argument de l'utilisateur est fort et laisse les Blancs appeler Wetback Spic Consequen @url,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,left_wing_people
297,4778,Le mot nègre traité est le pire mot qui puisse jamais être prononcé.,abusive_offensive_disrespectful_hateful_normal,indirect,anger_confusion_sadness_shock_disgust,origin,other
298,4779,@user revient regarder tous les deux mois voir un fantôme raciste appelle un ami chinois,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,other
299,4780,haha ​​@user devenu plein #retard,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs
300,4781,@user @user raghead problème Angleterre. comment se passent les attaques terroristes ?,offensive_hateful,indirect,anger_confusion_sadness_shock_disgust,origin,other
301,4782,"Je suis nègre, ouvert d'esprit, j'ai une porte moustiquaire",offensive,indirect,anger_sadness,origin,individual
302,4783,la bite a l'air littéralement attardée @url,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
303,4784,@user @user @user @user @user @user @user @user merci,normal,indirect,sadness_shock,other,other
304,4785,pire vie de vol baise brutale la chatte sentait l'œuf pourri bâtard derrière ronflant comme un cochon @url,abusive_offensive,indirect,anger_confusion_sadness_shock_disgust,gender,other
305,4786,"@user attends, je suis raciste, tais-toi, nègre",hateful,indirect,confusion_sadness_shock_indifference_disgust,origin,individual
306,4787,les vrais gens aiment toujours les putains de mongoloïdes ??? @url,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,special_needs
307,4788,fizeeque vendredi le plus maigre que j'ai eu l'air des semaines encore gros retardé @url,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
308,4789,tout le monde ferait mieux de souhaiter un joyeux anniversaire à sa femme pédé @user,fearful_abusive_hateful_disrespectful_normal,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,gay
309,4790,"oh mon Dieu, Bonnie tue des bugs de cousin.n#spidermanandfriendsbotnshut jackie-chan connard !! @url",normal,indirect,confusion_sadness_shock_indifference_disgust,origin,women
310,4791,les #migrants traversent la mer et trouvent les aides sociales,fearful_offensive_disrespectful_hateful_normal,indirect,anger_confusion_sadness_shock_disgust,other,special_needs
311,4792,@user @user @user @user @user @user 'pays de merde' commen @url,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,other
312,4793,Les étrangers illégaux signifient les immigrants sans papiers #righton #kweenannalise #htgawm,hateful_normal,indirect,anger_confusion_fear_shock_indifference,other,other
313,4794,laissez-nous interdire la chatte @url,hateful,direct,anger_shock,gender,women
314,4795,Neil Lennon preneur de soupe. @url,offensive,indirect,confusion_indifference,other,other
315,4796,rien ne rendrait une vidéo plus heureuse à venir en train de dormir. C'est un gaspillage choquant @url,normal,indirect,indifference_disgust,other,other
316,4797,@user oublie commodément les pays de merde où les mauvais hommes sont présents ? homme jekyl @url,hateful,indirect,indifference_disgust,origin,immigrants
317,4798,"gab retard est allé à l'école en tirant, je vais me rappeler les 30 prochaines années",offensive,indirect,indifference_disgust,disability,special_needs
318,4799,"je pense que je suis brisé, je ne suis pas plutôt mesquin, je pense que j'adorerais parler, peut-être en avoir un @url",normal,indirect,anger_sadness_shock_disgust,other,other
319,4800,@user @user a fait voter les morts aux côtés des immigrants,offensive,indirect,anger_sadness,origin,individual
320,4801,"@user @user ferme ta gueule, putain de pédé",hateful,indirect,anger_sadness,sexual_orientation,individual
321,4802,@user baise négro celui qui a volé la merde année pédé cul négros ne baise pas 2019 négro @url,offensive,indirect,confusion_disgust,origin,gay
322,4803,rondo mcgee retardé,offensive,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs
323,4804,@user @user est-elle une secondeuse féminine comme vous ?,offensive,direct,anger_confusion_indifference_disgust,gender,women
324,4805,Twitter autorise #redneck #président raciste sexiste essaie d'arrêter #retard ne peux pas manger @url,offensive,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs
325,4806,"Kasey baise une digue, quelqu'un s'il te plaît, fais twt",normal,indirect,anger_confusion_indifference_disgust,sexual_orientation,gay
326,4807,@user @user @user mauvais - augmenter les pays de merde tak @url,offensive,indirect,sadness_disgust,origin,other
327,4808,@user a mal lu la logique du tweet la logique du dalaï lama recevoir les réfugiés traiter bien éduquer le @url,offensive,indirect,shock_indifference,origin,refugees
328,4809,"@user voleur de chatte a volé le téléphone, j'utilise le téléphone il y a 10 ans, je ne peux pas @url",fearful_hateful,indirect,anger_confusion_sadness_shock_fear,gender,special_needs
329,4810,"@user, je regarderai rentrer à la maison, je suis à l'école.",fearful_abusive_hateful_disrespectful_normal,indirect,anger_confusion_fear_indifference_disgust,origin,other
330,4811,@user @user @user aile wong ching chong,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,asians
331,4812,désolé parler ping pong ching chong sushi chong,offensive,indirect,sadness_disgust,origin,individual
332,4813,Les performances d'odee sont sans conteste meilleures. les balançoires retardent putain ! c'est un monstre performer#smtm777 @url,offensive,indirect,anger_fear_shock_indifference_disgust,disability,women
333,4814,@user @user dites au président de le faire. pays de sécurité ???? les gens veulent des conneries @url,abusive_normal,indirect,confusion_disgust,other,left_wing_people
334,4815,Trump est une connasse complètement idiote. @url,offensive,indirect,indifference_disgust,origin,women
335,4816,@utilisateur M. Tweed ? monsieur con,offensive,indirect,indifference_disgust,gender,women
336,4817,ching chong 100,offensive_normal,indirect,indifference_disgust,origin,muslims
337,4818,"négro, je suis une fille hétéro, pédé",offensive,indirect,indifference_disgust,origin,other
338,4819,@user nahhh je suis en retard xd,abusive_hateful,indirect,confusion_disgust,origin,women
339,4820,@user aime le dentifrice même l'urètre. le dentifrice fait se tortiller l'urètre et fait la chatte de la bite :),disrespectful_normal,indirect,confusion_fear_indifference_sadness_disgust,gender,women
340,4821,@user ai spic anglais,offensive_hateful,indirect,anger_disgust,origin,left_wing_people
341,4822,répondre! garder le pays des étrangers illégaux faire expulser un démocrate chacun illégal @url,fearful,indirect,confusion_fear_indifference_sadness_disgust,origin,individual
342,4823,@user se souvient avoir dit aux gens de couleur (épis de l'euphonysme) que Bank Street ne pouvait pas effectuer de banque @url,offensive,direct,anger_shock,origin,hispanics
343,4824,"Je me suis fait baiser, je pense qu'ils paient. C'est la fin de cette putain de nuit, connerie de connard stupide.",offensive,indirect,anger_disgust,gender,other
344,4825,@user zorry spic espagnol,offensive,indirect,anger_disgust,origin,other
345,4826,@user a fouetté un pédé,abusive_hateful,direct,anger_confusion_sadness_indifference_disgust,sexual_orientation,individual
346,4827,"épicé, vous tous... la première fois, j'ai entendu 13 comme euh quoi ? dire parler ? mdr som @url",fearful_abusive_hateful_disrespectful_normal,indirect,shock_disgust,origin,individual
347,4828,@user nigga ressemble à moi.,offensive,indirect,sadness_indifference,origin,individual
348,4829,"@user, je dirais que je pourrais venir vivre dans un pays de merde",normal,indirect,anger_disgust,origin,refugees
349,4830,visage de connard ennuyeux ? ok merci.,abusive_normal,indirect,confusion_indifference,origin,women
350,4831,chatte absolue @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,gender,women
351,4832,@user tristan a dit que le texte de réponse était nègre,hateful,indirect,anger_disgust,origin,individual
